SaleProd Code,SaleProd Name,Specification,Specification Owner
001E7745,Rimula R5 MS 10W-40 (LDF),ACEA E4,ACEA - Association des Constructeurs Europeens d'Automobiles
001E7745,Rimula R5 MS 10W-40 (LDF),Iveco T3 E4 - Meets the requirements,Iveco
001E7745,Rimula R5 MS 10W-40 (LDF),MAN M 3277,MAN Nutzfahrzeuge AG (Corporate HQ)
001E7745,Rimula R5 MS 10W-40 (LDF),MB-Approval 228.5,Mercedes-Benz
001E7745,Rimula R5 MS 10W-40 (LDF),Scania LDF,Scania
001E7746,Rimula R4 X 15W-40 (CI-4/E7/DH-1),ACEA E3,ACEA - Association des Constructeurs Europeens d'Automobiles
001E7746,Rimula R4 X 15W-40 (CI-4/E7/DH-1),ACEA E5,ACEA - Association des Constructeurs Europeens d'Automobiles
001E7746,Rimula R4 X 15W-40 (CI-4/E7/DH-1),ACEA E7,ACEA - Association des Constructeurs Europeens d'Automobiles
001E7746,Rimula R4 X 15W-40 (CI-4/E7/DH-1),API CF-4,American Petroleum Institute (API)
001E7746,Rimula R4 X 15W-40 (CI-4/E7/DH-1),API CG-4,American Petroleum Institute (API)
001E7746,Rimula R4 X 15W-40 (CI-4/E7/DH-1),API CH-4,American Petroleum Institute (API)
001E7746,Rimula R4 X 15W-40 (CI-4/E7/DH-1),API CI-4,American Petroleum Institute (API)
001E7746,Rimula R4 X 15W-40 (CI-4/E7/DH-1),API SL,American Petroleum Institute (API)
001E7746,Rimula R4 X 15W-40 (CI-4/E7/DH-1),Case New Holland MS 3520 - Suitable for use in applications which require,"Case, J I Co."
001E7746,Rimula R4 X 15W-40 (CI-4/E7/DH-1),Caterpillar ECF-1A,Caterpillar
001E7746,Rimula R4 X 15W-40 (CI-4/E7/DH-1),Caterpillar ECF-2,Caterpillar
001E7746,Rimula R4 X 15W-40 (CI-4/E7/DH-1),Cummins CES 20071,Cummins
001E7746,Rimula R4 X 15W-40 (CI-4/E7/DH-1),Cummins CES 20072,Cummins
001E7746,Rimula R4 X 15W-40 (CI-4/E7/DH-1),Cummins CES 20075,Cummins
001E7746,Rimula R4 X 15W-40 (CI-4/E7/DH-1),Cummins CES 20076,Cummins
001E7746,Rimula R4 X 15W-40 (CI-4/E7/DH-1),Cummins CES 20077,Cummins
001E7746,Rimula R4 X 15W-40 (CI-4/E7/DH-1),Cummins CES 20078,Cummins
001E7746,Rimula R4 X 15W-40 (CI-4/E7/DH-1),Detroit Fluid Specification 93K215,Detroit Diesel Corporation
001E7746,Rimula R4 X 15W-40 (CI-4/E7/DH-1),Deutz DQC III-10,Deutz AG
001E7746,Rimula R4 X 15W-40 (CI-4/E7/DH-1),Global DHD-1,ACEA - EMA - JAMA
001E7746,Rimula R4 X 15W-40 (CI-4/E7/DH-1),Iveco T1 - Meets the requirements,Iveco
001E7746,Rimula R4 X 15W-40 (CI-4/E7/DH-1),JASO DH-1,JASO - Japanese Automobile Standards Organization
001E7746,Rimula R4 X 15W-40 (CI-4/E7/DH-1),MAN M 3275-1,MAN Nutzfahrzeuge AG (Corporate HQ)
001E7746,Rimula R4 X 15W-40 (CI-4/E7/DH-1),MB-Approval 228.3,Mercedes-Benz
001E7746,Rimula R4 X 15W-40 (CI-4/E7/DH-1),MTU Category 2,MTU-Friedrichshafen GmbH
001E7746,Rimula R4 X 15W-40 (CI-4/E7/DH-1),Mack EO-M,MACK
001E7746,Rimula R4 X 15W-40 (CI-4/E7/DH-1),Mack EO-M Plus,MACK
001E7746,Rimula R4 X 15W-40 (CI-4/E7/DH-1),Mack EO-N,MACK
001E7746,Rimula R4 X 15W-40 (CI-4/E7/DH-1),Renault Trucks RLD-2,Renault
001E7746,Rimula R4 X 15W-40 (CI-4/E7/DH-1),Volvo VDS-3,Volvo 
001E7779,Helix HX3 High Mileage 25W-60 (SL),API CF,American Petroleum Institute (API)
001E7779,Helix HX3 High Mileage 25W-60 (SL),API SL,American Petroleum Institute (API)
001E7782,Helix HX5 High Mileage 10W-30 (SN),API SN,American Petroleum Institute (API)
001E7782,Helix HX5 High Mileage 10W-30 (SN),API SN - Meets engine test performance requirements,American Petroleum Institute (API)
001E7783,Helix HX7 High Mileage 5W-30 (SN),API SN,American Petroleum Institute (API)
001E7783,Helix HX7 High Mileage 5W-30 (SN),API SN - Meets engine test performance requirements,American Petroleum Institute (API)
001E7784,Helix HX7 SN 10W-30 (SN/GF-5),API SN,American Petroleum Institute (API)
001E7784,Helix HX7 SN 10W-30 (SN/GF-5),API SN - Meets engine test performance requirements,American Petroleum Institute (API)
001E7784,Helix HX7 SN 10W-30 (SN/GF-5),ILSAC GF-5,ILSAC - International Lubricant Standardization and Approval Committee
001E7785,Helix HX7 SN 5W-20 (SN/GF-5),API SN,American Petroleum Institute (API)
001E7785,Helix HX7 SN 5W-20 (SN/GF-5),API SN - Meets engine test performance requirements,American Petroleum Institute (API)
001E7785,Helix HX7 SN 5W-20 (SN/GF-5),ILSAC GF-5,ILSAC - International Lubricant Standardization and Approval Committee
001E7786,Helix Ultra SN 0W-20 (SN/GF-5),ACEA A1,ACEA - Association des Constructeurs Europeens d'Automobiles
001E7786,Helix Ultra SN 0W-20 (SN/GF-5),ACEA A1/B1,ACEA - Association des Constructeurs Europeens d'Automobiles
001E7786,Helix Ultra SN 0W-20 (SN/GF-5),ACEA B1,ACEA - Association des Constructeurs Europeens d'Automobiles
001E7786,Helix Ultra SN 0W-20 (SN/GF-5),API SN,American Petroleum Institute (API)
001E7786,Helix Ultra SN 0W-20 (SN/GF-5),API SN - Meets engine test performance requirements,American Petroleum Institute (API)
001E7786,Helix Ultra SN 0W-20 (SN/GF-5),Chrysler MS 6395,Chrysler
001E7786,Helix Ultra SN 0W-20 (SN/GF-5),Chrysler MS 6395 - Meets the requirements,Chrysler
001E7786,Helix Ultra SN 0W-20 (SN/GF-5),ILSAC GF-5,ILSAC - International Lubricant Standardization and Approval Committee
001E7787,Helix Ultra SN 10W-30 (SN/GF-5),API SN,American Petroleum Institute (API)
001E7787,Helix Ultra SN 10W-30 (SN/GF-5),API SN - Meets engine test performance requirements,American Petroleum Institute (API)
001E7787,Helix Ultra SN 10W-30 (SN/GF-5),Chrysler MS 6395,Chrysler
001E7787,Helix Ultra SN 10W-30 (SN/GF-5),Chrysler MS 6395 - Meets the requirements,Chrysler
001E7787,Helix Ultra SN 10W-30 (SN/GF-5),General Motors GM 4718M,General Motors (GM)
001E7787,Helix Ultra SN 10W-30 (SN/GF-5),General Motors GM 6094M,General Motors (GM)
001E7787,Helix Ultra SN 10W-30 (SN/GF-5),General Motors GM 6094M - Meets the requirements,General Motors (GM)
001E7787,Helix Ultra SN 10W-30 (SN/GF-5),ILSAC GF-5,ILSAC - International Lubricant Standardization and Approval Committee
001E7788,Helix Ultra SN 5W-30 (SN/GF-5),ACEA A5,ACEA - Association des Constructeurs Europeens d'Automobiles
001E7788,Helix Ultra SN 5W-30 (SN/GF-5),ACEA A5/B5,ACEA - Association des Constructeurs Europeens d'Automobiles
001E7788,Helix Ultra SN 5W-30 (SN/GF-5),ACEA B5,ACEA - Association des Constructeurs Europeens d'Automobiles
001E7788,Helix Ultra SN 5W-30 (SN/GF-5),API SN,American Petroleum Institute (API)
001E7788,Helix Ultra SN 5W-30 (SN/GF-5),API SN - Meets engine test performance requirements,American Petroleum Institute (API)
001E7788,Helix Ultra SN 5W-30 (SN/GF-5),Chrysler MS 6395,Chrysler
001E7788,Helix Ultra SN 5W-30 (SN/GF-5),Chrysler MS 6395 - Meets the requirements,Chrysler
001E7788,Helix Ultra SN 5W-30 (SN/GF-5),Ford WSS-M2C929-A,Ford Motor Co
001E7788,Helix Ultra SN 5W-30 (SN/GF-5),Ford WSS-M2C929-A - Meets the requirements,Ford Motor Co
001E7788,Helix Ultra SN 5W-30 (SN/GF-5),Ford WSS-M2C946-A,Ford Motor Co
001E7788,Helix Ultra SN 5W-30 (SN/GF-5),Ford WSS-M2C946-A - Meets the requirements,Ford Motor Co
001E7788,Helix Ultra SN 5W-30 (SN/GF-5),General Motors GM 4718M,General Motors (GM)
001E7788,Helix Ultra SN 5W-30 (SN/GF-5),General Motors GM 6094M,General Motors (GM)
001E7788,Helix Ultra SN 5W-30 (SN/GF-5),General Motors GM 6094M - Meets the requirements,General Motors (GM)
001E7788,Helix Ultra SN 5W-30 (SN/GF-5),Honda HTO-06,Honda
001E7788,Helix Ultra SN 5W-30 (SN/GF-5),ILSAC GF-5,ILSAC - International Lubricant Standardization and Approval Committee
001E7842,Omala S3 Wind,ANSI/AGMA 9005-E02,ANSI/AGMA
001E7842,Omala S3 Wind,DIN 51517-3 CLP,DIN
001E7842,Omala S3 Wind,IEC 61400-4,IEC - International Electrotechnical Commission
001E7842,Omala S3 Wind,ISO 12925-1 CKD,ISO - International Organisation for Standardisation
001E7844,Pzl Synthetic Multi-Vehicle ATF,Aisin JWS 3309 - Suitable for use in applications which require,Aisin JWS
001E7844,Pzl Synthetic Multi-Vehicle ATF,Allison C-4 - Suitable for use in applications which require,Allison Transmission
001E7844,Pzl Synthetic Multi-Vehicle ATF,Audi G 052 162-A1 - Suitable for use in applications which require,Audi
001E7844,Pzl Synthetic Multi-Vehicle ATF,Audi G 055 025-A2 - Suitable for use in applications which require,Audi
001E7844,Pzl Synthetic Multi-Vehicle ATF,BMW ETL-7045E - Suitable for use in applications which require,BMW Group AG
001E7844,Pzl Synthetic Multi-Vehicle ATF,BMW LA2634 - Suitable for use in applications which require,BMW Group AG
001E7844,Pzl Synthetic Multi-Vehicle ATF,BMW LT71141 - Suitable for use in applications which require,BMW Group AG
001E7844,Pzl Synthetic Multi-Vehicle ATF,Fiat 9.55550 AV - Meets the requirements,Fiat
001E7844,Pzl Synthetic Multi-Vehicle ATF,Ford Mercon - Suitable for use in applications which require,Ford Motor Co
001E7844,Pzl Synthetic Multi-Vehicle ATF,Ford Mercon V - Suitable for use in applications which require,Ford Motor Co
001E7844,Pzl Synthetic Multi-Vehicle ATF,Ford WSS-M2C138-CJ - Suitable for use in applications which require,Ford Motor Co
001E7844,Pzl Synthetic Multi-Vehicle ATF,Ford WSS-M2C166-H - Suitable for use in applications which require,Ford Motor Co
001E7844,Pzl Synthetic Multi-Vehicle ATF,Ford WSS-M2C202-B - Suitable for use in applications which require,Ford Motor Co
001E7844,Pzl Synthetic Multi-Vehicle ATF,Ford WSS-M2C922-A1 - Suitable for use in applications which require,Ford Motor Co
001E7844,Pzl Synthetic Multi-Vehicle ATF,Ford WSS-M2C924-A - Suitable for use in applications which require,Ford Motor Co
001E7844,Pzl Synthetic Multi-Vehicle ATF,General Motors Dexron - Suitable for use in applications which require,General Motors (GM)
001E7844,Pzl Synthetic Multi-Vehicle ATF,General Motors Dexron II - Suitable for use in applications which require,General Motors (GM)
001E7844,Pzl Synthetic Multi-Vehicle ATF,General Motors Dexron IID - Suitable for use in applications which require,General Motors (GM)
001E7844,Pzl Synthetic Multi-Vehicle ATF,General Motors Dexron III - Suitable for use in applications which require,General Motors (GM)
001E7844,Pzl Synthetic Multi-Vehicle ATF,General Motors Dexron IIIG - Suitable for use in applications which require,General Motors (GM)
001E7844,Pzl Synthetic Multi-Vehicle ATF,General Motors Dexron IIIH - Suitable for use in applications which require,General Motors (GM)
001E7844,Pzl Synthetic Multi-Vehicle ATF,General Motors Type A Suffix A - Suitable for use in applications which require,General Motors (GM)
001E7844,Pzl Synthetic Multi-Vehicle ATF,General Motors/ Saturn 9986195 (JWS 3309) - Suitable for use in applications which require,General Motors (GM) / Saturn
001E7844,Pzl Synthetic Multi-Vehicle ATF,Honda/ Acura ATF-Z1 - Suitable for use in applications which require,Honda / Acura
001E7844,Pzl Synthetic Multi-Vehicle ATF,Honda/ Acura Premium - Suitable for use in applications which require,Honda / Acura
001E7844,Pzl Synthetic Multi-Vehicle ATF,Hyundai SP II - Suitable for use in applications which require,Hyundai
001E7844,Pzl Synthetic Multi-Vehicle ATF,Hyundai SP III - Suitable for use in applications which require,Hyundai
001E7844,Pzl Synthetic Multi-Vehicle ATF,Idemitsu K17 - Suitable for use in applications which require,Idemitsu
001E7844,Pzl Synthetic Multi-Vehicle ATF,Isuzu ATF II - Suitable for use in applications which require,Isuzu
001E7844,Pzl Synthetic Multi-Vehicle ATF,Isuzu ATF III - Suitable for use in applications which require,Isuzu
001E7844,Pzl Synthetic Multi-Vehicle ATF,Isuzu Genuine - Suitable for use in applications which require,Isuzu
001E7844,Pzl Synthetic Multi-Vehicle ATF,JASO 1A,JASO - Japanese Automobile Standards Organization
001E7844,Pzl Synthetic Multi-Vehicle ATF,JASO 2A-02,JASO - Japanese Automobile Standards Organization
001E7844,Pzl Synthetic Multi-Vehicle ATF,Kia ATF Red I-K - Suitable for use in applications which require,Kia
001E7844,Pzl Synthetic Multi-Vehicle ATF,Kia SP II - Suitable for use in applications which require,Kia
001E7844,Pzl Synthetic Multi-Vehicle ATF,Kia SP III - Suitable for use in applications which require,Kia
001E7844,Pzl Synthetic Multi-Vehicle ATF,MAN 339 Type V1 - Suitable for use in applications which require,MAN Nutzfahrzeuge AG (Corporate HQ)
001E7844,Pzl Synthetic Multi-Vehicle ATF,MAN 339 Type V2 - Suitable for use in applications which require,MAN Nutzfahrzeuge AG (Corporate HQ)
001E7844,Pzl Synthetic Multi-Vehicle ATF,MAN 339 Type Z1 - Suitable for use in applications which require,MAN Nutzfahrzeuge AG (Corporate HQ)
001E7844,Pzl Synthetic Multi-Vehicle ATF,MAN 339 Type Z2 - Suitable for use in applications which require,MAN Nutzfahrzeuge AG (Corporate HQ)
001E7844,Pzl Synthetic Multi-Vehicle ATF,MAN 339 Type Z3 - Suitable for use in applications which require,MAN Nutzfahrzeuge AG (Corporate HQ)
001E7844,Pzl Synthetic Multi-Vehicle ATF,MB-Approval 236.1 - Suitable for use in applications which require,Mercedes-Benz
001E7844,Pzl Synthetic Multi-Vehicle ATF,MB-Approval 236.10 - Suitable for use in applications which require,Mercedes-Benz
001E7844,Pzl Synthetic Multi-Vehicle ATF,MB-Approval 236.2 - Suitable for use in applications which require,Mercedes-Benz
001E7844,Pzl Synthetic Multi-Vehicle ATF,MB-Approval 236.5 - Suitable for use in applications which require,Mercedes-Benz
001E7844,Pzl Synthetic Multi-Vehicle ATF,MB-Approval 236.6 - Suitable for use in applications which require,Mercedes-Benz
001E7844,Pzl Synthetic Multi-Vehicle ATF,MB-Approval 236.7 - Suitable for use in applications which require,Mercedes-Benz
001E7844,Pzl Synthetic Multi-Vehicle ATF,MB-Approval 236.9 - Suitable for use in applications which require,Mercedes-Benz
001E7844,Pzl Synthetic Multi-Vehicle ATF,Mazda ATF M-111 - Suitable for use in applications which require,Mazda
001E7844,Pzl Synthetic Multi-Vehicle ATF,Mazda ATF MV - Suitable for use in applications which require,Mazda
001E7844,Pzl Synthetic Multi-Vehicle ATF,Mini 83 2 0 402 42 - Suitable for use in applications which require,Mini
001E7844,Pzl Synthetic Multi-Vehicle ATF,Mitsubishi Diamond SP-II - Suitable for use in applications which require,Mitsubishi Diamond
001E7844,Pzl Synthetic Multi-Vehicle ATF,Mitsubishi Diamond SP-III - Suitable for use in applications which require,Mitsubishi Diamond
001E7844,Pzl Synthetic Multi-Vehicle ATF,Nissan/Infiniti Matic-D - Suitable for use in applications which require,Nissan
001E7844,Pzl Synthetic Multi-Vehicle ATF,Nissan/Infiniti Matic-K - Suitable for use in applications which require,Nissan
001E7844,Pzl Synthetic Multi-Vehicle ATF,Porsche JWS 3309 (Cayenne) - Suitable for use in applications which require,Porsche
001E7844,Pzl Synthetic Multi-Vehicle ATF,Saab JWS 3309 5 speed automatics - Suitable for use in applications which require,Saab
001E7844,Pzl Synthetic Multi-Vehicle ATF,Scion T-II - Suitable for use in applications which require,Scion
001E7844,Pzl Synthetic Multi-Vehicle ATF,Scion T-III - Suitable for use in applications which require,Scion
001E7844,Pzl Synthetic Multi-Vehicle ATF,Scion T-IV - Suitable for use in applications which require,Scion
001E7844,Pzl Synthetic Multi-Vehicle ATF,Subaru ATF - Suitable for use in applications which require,"Subaru Research and Development, Inc."
001E7844,Pzl Synthetic Multi-Vehicle ATF,Subaru ATF-HP - Suitable for use in applications which require,"Subaru Research and Development, Inc."
001E7844,Pzl Synthetic Multi-Vehicle ATF,Suzuki Dexron III - Suitable for use in applications which require,Suzuki Motor Corporation
001E7844,Pzl Synthetic Multi-Vehicle ATF,Texaco ETL-7045-E - Suitable for use in applications which require,Texaco 
001E7844,Pzl Synthetic Multi-Vehicle ATF,Texaco N402 - Suitable for use in applications which require,Texaco 
001E7844,Pzl Synthetic Multi-Vehicle ATF,Toyota T II - Suitable for use in applications which require,Toyota Motor Corporation
001E7844,Pzl Synthetic Multi-Vehicle ATF,Toyota T-III - Suitable for use in applications which require,Toyota Motor Corporation
001E7844,Pzl Synthetic Multi-Vehicle ATF,Toyota/ Lexus T-IV - Suitable for use in applications which require,Toyota/ Lexus
001E7844,Pzl Synthetic Multi-Vehicle ATF,VW G 055 25-A2 - Suitable for use in applications which require,Volkswagen AG (VW)
001E7844,Pzl Synthetic Multi-Vehicle ATF,VW Standard TL 52162 - Suitable for use in applications which require,Volkswagen AG (VW)
001E7844,Pzl Synthetic Multi-Vehicle ATF,VW Standard TL 5612 - Suitable for use in applications which require,Volkswagen AG (VW)
001E7844,Pzl Synthetic Multi-Vehicle ATF,Voith 55.6335.32 (G607 G1363) - Suitable for use in applications which require,Voith
001E7844,Pzl Synthetic Multi-Vehicle ATF,Voith DIWA 013S - Suitable for use in applications which require,Voith
001E7844,Pzl Synthetic Multi-Vehicle ATF,Volvo 1273.41 - Suitable for use in applications which require,Volvo 
001E7844,Pzl Synthetic Multi-Vehicle ATF,Volvo 5 Speed Automatics - Suitable for use in applications which require,Volvo 
001E7844,Pzl Synthetic Multi-Vehicle ATF,Volvo 97340 - Suitable for use in applications which require,Volvo 
001E7844,Pzl Synthetic Multi-Vehicle ATF,Volvo JWS 3309 - Suitable for use in applications which require,Volvo 
001E7844,Pzl Synthetic Multi-Vehicle ATF,ZF TE-ML 02F - Suitable for use in applications which require,ZF Friedrichhafen AG
001E7844,Pzl Synthetic Multi-Vehicle ATF,ZF TE-ML 03D - Suitable for use in applications which require,ZF Friedrichhafen AG
001E7844,Pzl Synthetic Multi-Vehicle ATF,ZF TE-ML 04D - Suitable for use in applications which require,ZF Friedrichhafen AG
001E7844,Pzl Synthetic Multi-Vehicle ATF,ZF TE-ML 09 - Suitable for use in applications which require,ZF Friedrichhafen AG
001E7844,Pzl Synthetic Multi-Vehicle ATF,ZF TE-ML 11A - Suitable for use in applications which require,ZF Friedrichhafen AG
001E7844,Pzl Synthetic Multi-Vehicle ATF,ZF TE-ML 14A - Suitable for use in applications which require,ZF Friedrichhafen AG
001E7844,Pzl Synthetic Multi-Vehicle ATF,ZF TE-ML 14B - Suitable for use in applications which require,ZF Friedrichhafen AG
001E7844,Pzl Synthetic Multi-Vehicle ATF,ZF TE-ML 14C - Suitable for use in applications which require,ZF Friedrichhafen AG
001E7844,Pzl Synthetic Multi-Vehicle ATF,ZF TE-ML 16L - Suitable for use in applications which require,ZF Friedrichhafen AG
001E7844,Pzl Synthetic Multi-Vehicle ATF,ZF TE-ML 17C - Suitable for use in applications which require,ZF Friedrichhafen AG
001E7848,ATF D97,MB-Approval 236.16,Mercedes-Benz
001E7848,ATF D97,Mercedes-Benz DBL 6624.50,Mercedes-Benz
001E7929,Helix HX3 10W-30 (SL/CF),API CF,American Petroleum Institute (API)
001E7929,Helix HX3 10W-30 (SL/CF),API SL,American Petroleum Institute (API)
001E7930,Helix HX3 15W-40 (SL/CF),API CF,American Petroleum Institute (API)
001E7930,Helix HX3 15W-40 (SL/CF),API SL,American Petroleum Institute (API)
001E7931,Helix HX3 20W-50 (SL/CF),API CF,American Petroleum Institute (API)
001E7931,Helix HX3 20W-50 (SL/CF),API SL,American Petroleum Institute (API)
001E7975,Helix HX8 5W-30 (SL/CF A3/B4 + OEM),ACEA A3,ACEA - Association des Constructeurs Europeens d'Automobiles
001E7975,Helix HX8 5W-30 (SL/CF A3/B4 + OEM),ACEA A3 - Meets engine test performance requirements,ACEA - Association des Constructeurs Europeens d'Automobiles
001E7975,Helix HX8 5W-30 (SL/CF A3/B4 + OEM),ACEA A3/B3,ACEA - Association des Constructeurs Europeens d'Automobiles
001E7975,Helix HX8 5W-30 (SL/CF A3/B4 + OEM),ACEA A3/B3 - Meets engine test performance requirements,ACEA - Association des Constructeurs Europeens d'Automobiles
001E7975,Helix HX8 5W-30 (SL/CF A3/B4 + OEM),ACEA A3/B4,ACEA - Association des Constructeurs Europeens d'Automobiles
001E7975,Helix HX8 5W-30 (SL/CF A3/B4 + OEM),ACEA A3/B4 - Meets engine test performance requirements,ACEA - Association des Constructeurs Europeens d'Automobiles
001E7975,Helix HX8 5W-30 (SL/CF A3/B4 + OEM),ACEA B3,ACEA - Association des Constructeurs Europeens d'Automobiles
001E7975,Helix HX8 5W-30 (SL/CF A3/B4 + OEM),ACEA B3 - Meets engine test performance requirements,ACEA - Association des Constructeurs Europeens d'Automobiles
001E7975,Helix HX8 5W-30 (SL/CF A3/B4 + OEM),ACEA B4,ACEA - Association des Constructeurs Europeens d'Automobiles
001E7975,Helix HX8 5W-30 (SL/CF A3/B4 + OEM),ACEA B4 - Meets engine test performance requirements,ACEA - Association des Constructeurs Europeens d'Automobiles
001E7975,Helix HX8 5W-30 (SL/CF A3/B4 + OEM),API CF,American Petroleum Institute (API)
001E7975,Helix HX8 5W-30 (SL/CF A3/B4 + OEM),API SL,American Petroleum Institute (API)
001E7975,Helix HX8 5W-30 (SL/CF A3/B4 + OEM),MB-Approval 229.3,Mercedes-Benz
001E7975,Helix HX8 5W-30 (SL/CF A3/B4 + OEM),Renault RN 0700,Renault
001E7975,Helix HX8 5W-30 (SL/CF A3/B4 + OEM),Renault RN 0710,Renault
001E7975,Helix HX8 5W-30 (SL/CF A3/B4 + OEM),Renault RN 0710 - Meets the requirements,Renault
001E7975,Helix HX8 5W-30 (SL/CF A3/B4 + OEM),VW Standard 502.00,Volkswagen AG (VW)
001E7975,Helix HX8 5W-30 (SL/CF A3/B4 + OEM),VW Standard 505.00,Volkswagen AG (VW)
001E8034,Helix Ultra SN 5W-20 (SN/GF-5),ACEA A1,ACEA - Association des Constructeurs Europeens d'Automobiles
001E8034,Helix Ultra SN 5W-20 (SN/GF-5),ACEA A1/B1,ACEA - Association des Constructeurs Europeens d'Automobiles
001E8034,Helix Ultra SN 5W-20 (SN/GF-5),ACEA B1,ACEA - Association des Constructeurs Europeens d'Automobiles
001E8034,Helix Ultra SN 5W-20 (SN/GF-5),API SN,American Petroleum Institute (API)
001E8034,Helix Ultra SN 5W-20 (SN/GF-5),API SN - Meets engine test performance requirements,American Petroleum Institute (API)
001E8034,Helix Ultra SN 5W-20 (SN/GF-5),Chrysler MS 6395,Chrysler
001E8034,Helix Ultra SN 5W-20 (SN/GF-5),Chrysler MS 6395 - Meets the requirements,Chrysler
001E8034,Helix Ultra SN 5W-20 (SN/GF-5),Ford WSS-M2C930-A,Ford Motor Co
001E8034,Helix Ultra SN 5W-20 (SN/GF-5),Ford WSS-M2C930-A - Meets the requirements,Ford Motor Co
001E8034,Helix Ultra SN 5W-20 (SN/GF-5),Ford WSS-M2C945-A,Ford Motor Co
001E8034,Helix Ultra SN 5W-20 (SN/GF-5),Ford WSS-M2C945-A - Meets the requirements,Ford Motor Co
001E8034,Helix Ultra SN 5W-20 (SN/GF-5),General Motors GM 6094M,General Motors (GM)
001E8034,Helix Ultra SN 5W-20 (SN/GF-5),General Motors GM 6094M - Meets the requirements,General Motors (GM)
001E8034,Helix Ultra SN 5W-20 (SN/GF-5),ILSAC GF-5,ILSAC - International Lubricant Standardization and Approval Committee
001E8035,Helix HX7 SN 5W-30 (SN/GF-5),API SN,American Petroleum Institute (API)
001E8035,Helix HX7 SN 5W-30 (SN/GF-5),API SN - Meets engine test performance requirements,American Petroleum Institute (API)
001E8035,Helix HX7 SN 5W-30 (SN/GF-5),ILSAC GF-5,ILSAC - International Lubricant Standardization and Approval Committee
001E8037,Helix HX6 Flex 15W-40 (SN),ACEA A3,ACEA - Association des Constructeurs Europeens d'Automobiles
001E8037,Helix HX6 Flex 15W-40 (SN),ACEA A3 - Meets engine test performance requirements,ACEA - Association des Constructeurs Europeens d'Automobiles
001E8037,Helix HX6 Flex 15W-40 (SN),ACEA A3/B3,ACEA - Association des Constructeurs Europeens d'Automobiles
001E8037,Helix HX6 Flex 15W-40 (SN),ACEA A3/B3 - Meets engine test performance requirements,ACEA - Association des Constructeurs Europeens d'Automobiles
001E8037,Helix HX6 Flex 15W-40 (SN),ACEA B3,ACEA - Association des Constructeurs Europeens d'Automobiles
001E8037,Helix HX6 Flex 15W-40 (SN),ACEA B3 - Meets engine test performance requirements,ACEA - Association des Constructeurs Europeens d'Automobiles
001E8037,Helix HX6 Flex 15W-40 (SN),API SN,American Petroleum Institute (API)
001E8037,Helix HX6 Flex 15W-40 (SN),API SN - Meets engine test performance requirements,American Petroleum Institute (API)
001E8235,Rimula RT4 X 15W-40 (CI-4/E7/DH-1),ACEA E3,ACEA - Association des Constructeurs Europeens d'Automobiles
001E8235,Rimula RT4 X 15W-40 (CI-4/E7/DH-1),ACEA E5,ACEA - Association des Constructeurs Europeens d'Automobiles
001E8235,Rimula RT4 X 15W-40 (CI-4/E7/DH-1),ACEA E7,ACEA - Association des Constructeurs Europeens d'Automobiles
001E8235,Rimula RT4 X 15W-40 (CI-4/E7/DH-1),API CF,American Petroleum Institute (API)
001E8235,Rimula RT4 X 15W-40 (CI-4/E7/DH-1),API CF-4,American Petroleum Institute (API)
001E8235,Rimula RT4 X 15W-40 (CI-4/E7/DH-1),API CG-4,American Petroleum Institute (API)
001E8235,Rimula RT4 X 15W-40 (CI-4/E7/DH-1),API CH-4,American Petroleum Institute (API)
001E8235,Rimula RT4 X 15W-40 (CI-4/E7/DH-1),API CI-4,American Petroleum Institute (API)
001E8235,Rimula RT4 X 15W-40 (CI-4/E7/DH-1),API SL,American Petroleum Institute (API)
001E8235,Rimula RT4 X 15W-40 (CI-4/E7/DH-1),Caterpillar ECF-1A,Caterpillar
001E8235,Rimula RT4 X 15W-40 (CI-4/E7/DH-1),Caterpillar ECF-2,Caterpillar
001E8235,Rimula RT4 X 15W-40 (CI-4/E7/DH-1),Cummins CES 20071,Cummins
001E8235,Rimula RT4 X 15W-40 (CI-4/E7/DH-1),Cummins CES 20072,Cummins
001E8235,Rimula RT4 X 15W-40 (CI-4/E7/DH-1),Cummins CES 20075,Cummins
001E8235,Rimula RT4 X 15W-40 (CI-4/E7/DH-1),Cummins CES 20076,Cummins
001E8235,Rimula RT4 X 15W-40 (CI-4/E7/DH-1),Cummins CES 20077,Cummins
001E8235,Rimula RT4 X 15W-40 (CI-4/E7/DH-1),Cummins CES 20078,Cummins
001E8235,Rimula RT4 X 15W-40 (CI-4/E7/DH-1),Detroit Fluid Specification 93K215,Detroit Diesel Corporation
001E8235,Rimula RT4 X 15W-40 (CI-4/E7/DH-1),Deutz DQC III-10,Deutz AG
001E8235,Rimula RT4 X 15W-40 (CI-4/E7/DH-1),Global DHD-1,ACEA - EMA - JAMA
001E8235,Rimula RT4 X 15W-40 (CI-4/E7/DH-1),JASO DH-1,JASO - Japanese Automobile Standards Organization
001E8235,Rimula RT4 X 15W-40 (CI-4/E7/DH-1),MAN M 3275-1,MAN Nutzfahrzeuge AG (Corporate HQ)
001E8235,Rimula RT4 X 15W-40 (CI-4/E7/DH-1),MB-Approval 228.3,Mercedes-Benz
001E8235,Rimula RT4 X 15W-40 (CI-4/E7/DH-1),MTU Category 2,MTU-Friedrichshafen GmbH
