SaleProd Code,SaleProd Name,Specification,Specification Owner
001E8235,Rimula RT4 X 15W-40 (CI-4/E7/DH-1),Mack EO-M,MACK
001E8235,Rimula RT4 X 15W-40 (CI-4/E7/DH-1),Mack EO-M Plus,MACK
001E8235,Rimula RT4 X 15W-40 (CI-4/E7/DH-1),Renault RLD-2,Renault
001E8235,Rimula RT4 X 15W-40 (CI-4/E7/DH-1),Volvo VDS-3,Volvo 
001E8276,Helix HX2 10W-40 (SG/CD),API CD,American Petroleum Institute (API)
001E8276,Helix HX2 10W-40 (SG/CD),API SG,American Petroleum Institute (API)
001E8301,Pennzoil Platinum 0W-20 Full Synthetic Motor Oil (SN/GF-5 2012),API SN,American Petroleum Institute (API)
001E8301,Pennzoil Platinum 0W-20 Full Synthetic Motor Oil (SN/GF-5 2012),API SN - Meets engine test performance requirements,American Petroleum Institute (API)
001E8301,Pennzoil Platinum 0W-20 Full Synthetic Motor Oil (SN/GF-5 2012),Chrysler MS 6395,Chrysler
001E8301,Pennzoil Platinum 0W-20 Full Synthetic Motor Oil (SN/GF-5 2012),Chrysler MS 6395 - Meets the requirements,Chrysler
001E8301,Pennzoil Platinum 0W-20 Full Synthetic Motor Oil (SN/GF-5 2012),ILSAC GF-5,ILSAC - International Lubricant Standardization and Approval Committee
001E8396,Shell Advance Scooter Gear Oil,API SG,American Petroleum Institute (API)
001E8478,Helix HX7 SN 10W-40 (SN),API SN,American Petroleum Institute (API)
001E8478,Helix HX7 SN 10W-40 (SN),API SN - Meets engine test performance requirements,American Petroleum Institute (API)
001E8492,AeroShell Grease 58,AMS3058,SAE - Society of Automotive Engineers
001E8492,AeroShell Grease 58,Airbus AIMS 09-06-003,Airbus
001E8701,Diala S4 ZX-I,IEC 60296,IEC - International Electrotechnical Commission
001E8768,Rimula R4 X 20W-50 (CI-4/E7/DH-1),ACEA E7,ACEA - Association des Constructeurs Europeens d'Automobiles
001E8768,Rimula R4 X 20W-50 (CI-4/E7/DH-1),API CH-4,American Petroleum Institute (API)
001E8768,Rimula R4 X 20W-50 (CI-4/E7/DH-1),API CI-4,American Petroleum Institute (API)
001E8768,Rimula R4 X 20W-50 (CI-4/E7/DH-1),Deutz DQC II-10,Deutz AG
001E8768,Rimula R4 X 20W-50 (CI-4/E7/DH-1),JASO DH-1,JASO - Japanese Automobile Standards Organization
001E8768,Rimula R4 X 20W-50 (CI-4/E7/DH-1),MAN M 3275-1,MAN Nutzfahrzeuge AG (Corporate HQ)
001E8768,Rimula R4 X 20W-50 (CI-4/E7/DH-1),MB-Approval 228.3,Mercedes-Benz
001E8786,Quaker State Ultimate Durability 0W-20 Full Synthetic Motor Oil (SN/GF-5 2013),API SN,American Petroleum Institute (API)
001E8786,Quaker State Ultimate Durability 0W-20 Full Synthetic Motor Oil (SN/GF-5 2013),API SN - Meets engine test performance requirements,American Petroleum Institute (API)
001E8786,Quaker State Ultimate Durability 0W-20 Full Synthetic Motor Oil (SN/GF-5 2013),Chrysler MS 6395,Chrysler
001E8786,Quaker State Ultimate Durability 0W-20 Full Synthetic Motor Oil (SN/GF-5 2013),Chrysler MS 6395 - Meets the requirements,Chrysler
001E8786,Quaker State Ultimate Durability 0W-20 Full Synthetic Motor Oil (SN/GF-5 2013),General Motors dexos1,General Motors (GM)
001E8786,Quaker State Ultimate Durability 0W-20 Full Synthetic Motor Oil (SN/GF-5 2013),ILSAC GF-5,ILSAC - International Lubricant Standardization and Approval Committee
001E8787,Quaker State Ultimate Durability 5W-20 Full Synthetic Motor Oil (SN/GF-5 2013),API SN,American Petroleum Institute (API)
001E8787,Quaker State Ultimate Durability 5W-20 Full Synthetic Motor Oil (SN/GF-5 2013),API SN - Meets engine test performance requirements,American Petroleum Institute (API)
001E8787,Quaker State Ultimate Durability 5W-20 Full Synthetic Motor Oil (SN/GF-5 2013),Chrysler MS 6395,Chrysler
001E8787,Quaker State Ultimate Durability 5W-20 Full Synthetic Motor Oil (SN/GF-5 2013),Chrysler MS 6395 - Meets the requirements,Chrysler
001E8787,Quaker State Ultimate Durability 5W-20 Full Synthetic Motor Oil (SN/GF-5 2013),Ford WSS-M2C930-A,Ford Motor Co
001E8787,Quaker State Ultimate Durability 5W-20 Full Synthetic Motor Oil (SN/GF-5 2013),Ford WSS-M2C930-A - Meets the requirements,Ford Motor Co
001E8787,Quaker State Ultimate Durability 5W-20 Full Synthetic Motor Oil (SN/GF-5 2013),Ford WSS-M2C945-A,Ford Motor Co
001E8787,Quaker State Ultimate Durability 5W-20 Full Synthetic Motor Oil (SN/GF-5 2013),Ford WSS-M2C945-A - Meets the requirements,Ford Motor Co
001E8787,Quaker State Ultimate Durability 5W-20 Full Synthetic Motor Oil (SN/GF-5 2013),General Motors dexos1,General Motors (GM)
001E8787,Quaker State Ultimate Durability 5W-20 Full Synthetic Motor Oil (SN/GF-5 2013),ILSAC GF-5,ILSAC - International Lubricant Standardization and Approval Committee
001E8788,Quaker State Ultimate Durability 5W-30 Full Synthetic Motor Oil (SN/GF-5 2013),API SN,American Petroleum Institute (API)
001E8788,Quaker State Ultimate Durability 5W-30 Full Synthetic Motor Oil (SN/GF-5 2013),API SN - Meets engine test performance requirements,American Petroleum Institute (API)
001E8788,Quaker State Ultimate Durability 5W-30 Full Synthetic Motor Oil (SN/GF-5 2013),Chrysler MS 6395,Chrysler
001E8788,Quaker State Ultimate Durability 5W-30 Full Synthetic Motor Oil (SN/GF-5 2013),Chrysler MS 6395 - Meets the requirements,Chrysler
001E8788,Quaker State Ultimate Durability 5W-30 Full Synthetic Motor Oil (SN/GF-5 2013),Ford WSS-M2C929-A,Ford Motor Co
001E8788,Quaker State Ultimate Durability 5W-30 Full Synthetic Motor Oil (SN/GF-5 2013),Ford WSS-M2C929-A - Meets the requirements,Ford Motor Co
001E8788,Quaker State Ultimate Durability 5W-30 Full Synthetic Motor Oil (SN/GF-5 2013),Ford WSS-M2C946-A,Ford Motor Co
001E8788,Quaker State Ultimate Durability 5W-30 Full Synthetic Motor Oil (SN/GF-5 2013),Ford WSS-M2C946-A - Meets the requirements,Ford Motor Co
001E8788,Quaker State Ultimate Durability 5W-30 Full Synthetic Motor Oil (SN/GF-5 2013),General Motors GM 4718M,General Motors (GM)
001E8788,Quaker State Ultimate Durability 5W-30 Full Synthetic Motor Oil (SN/GF-5 2013),General Motors GM 6094M,General Motors (GM)
001E8788,Quaker State Ultimate Durability 5W-30 Full Synthetic Motor Oil (SN/GF-5 2013),General Motors GM 6094M - Meets the requirements,General Motors (GM)
001E8788,Quaker State Ultimate Durability 5W-30 Full Synthetic Motor Oil (SN/GF-5 2013),General Motors dexos1,General Motors (GM)
001E8788,Quaker State Ultimate Durability 5W-30 Full Synthetic Motor Oil (SN/GF-5 2013),Honda/ Acura HTO-06,Honda / Acura
001E8788,Quaker State Ultimate Durability 5W-30 Full Synthetic Motor Oil (SN/GF-5 2013),ILSAC GF-5,ILSAC - International Lubricant Standardization and Approval Committee
001E8789,Quaker State Ultimate Durability 10W-30 Full Synthetic Motor Oil (SN/GF-5 2013),API SN,American Petroleum Institute (API)
001E8789,Quaker State Ultimate Durability 10W-30 Full Synthetic Motor Oil (SN/GF-5 2013),API SN - Meets engine test performance requirements,American Petroleum Institute (API)
001E8789,Quaker State Ultimate Durability 10W-30 Full Synthetic Motor Oil (SN/GF-5 2013),Chrysler MS 6395,Chrysler
001E8789,Quaker State Ultimate Durability 10W-30 Full Synthetic Motor Oil (SN/GF-5 2013),Chrysler MS 6395 - Meets the requirements,Chrysler
001E8789,Quaker State Ultimate Durability 10W-30 Full Synthetic Motor Oil (SN/GF-5 2013),General Motors GM 4718M,General Motors (GM)
001E8789,Quaker State Ultimate Durability 10W-30 Full Synthetic Motor Oil (SN/GF-5 2013),General Motors GM 6094M,General Motors (GM)
001E8789,Quaker State Ultimate Durability 10W-30 Full Synthetic Motor Oil (SN/GF-5 2013),General Motors GM 6094M - Meets the requirements,General Motors (GM)
001E8789,Quaker State Ultimate Durability 10W-30 Full Synthetic Motor Oil (SN/GF-5 2013),ILSAC GF-5,ILSAC - International Lubricant Standardization and Approval Committee
001E8836,Helix HX3 5W-30 (SL),API SL,American Petroleum Institute (API)
001E8837,Helix HX3 30 (SL/CF),API CF,American Petroleum Institute (API)
001E8837,Helix HX3 30 (SL/CF),API SL,American Petroleum Institute (API)
001E8844,Helix HX5 SN 5W-30 (SN/GF-5),API SN,American Petroleum Institute (API)
001E8844,Helix HX5 SN 5W-30 (SN/GF-5),API SN - Meets engine test performance requirements,American Petroleum Institute (API)
001E8844,Helix HX5 SN 5W-30 (SN/GF-5),ILSAC GF-5,ILSAC - International Lubricant Standardization and Approval Committee
001E8891,Rimula R3 Extra 15W-40 (CG-4/228.3),API CG-4,American Petroleum Institute (API)
001E8891,Rimula R3 Extra 15W-40 (CG-4/228.3),MB-Approval 228.3,Mercedes-Benz
001E9067,Helix HX8 Synthetic 5W-30 (SL A3/B4 MB229.3),ACEA A3,ACEA - Association des Constructeurs Europeens d'Automobiles
001E9067,Helix HX8 Synthetic 5W-30 (SL A3/B4 MB229.3),ACEA A3 - Meets engine test performance requirements,ACEA - Association des Constructeurs Europeens d'Automobiles
001E9067,Helix HX8 Synthetic 5W-30 (SL A3/B4 MB229.3),ACEA A3/B3,ACEA - Association des Constructeurs Europeens d'Automobiles
001E9067,Helix HX8 Synthetic 5W-30 (SL A3/B4 MB229.3),ACEA A3/B3 - Meets engine test performance requirements,ACEA - Association des Constructeurs Europeens d'Automobiles
001E9067,Helix HX8 Synthetic 5W-30 (SL A3/B4 MB229.3),ACEA A3/B4,ACEA - Association des Constructeurs Europeens d'Automobiles
001E9067,Helix HX8 Synthetic 5W-30 (SL A3/B4 MB229.3),ACEA A3/B4 - Meets engine test performance requirements,ACEA - Association des Constructeurs Europeens d'Automobiles
001E9067,Helix HX8 Synthetic 5W-30 (SL A3/B4 MB229.3),ACEA B3,ACEA - Association des Constructeurs Europeens d'Automobiles
001E9067,Helix HX8 Synthetic 5W-30 (SL A3/B4 MB229.3),ACEA B3 - Meets engine test performance requirements,ACEA - Association des Constructeurs Europeens d'Automobiles
001E9067,Helix HX8 Synthetic 5W-30 (SL A3/B4 MB229.3),ACEA B4,ACEA - Association des Constructeurs Europeens d'Automobiles
001E9067,Helix HX8 Synthetic 5W-30 (SL A3/B4 MB229.3),ACEA B4 - Meets engine test performance requirements,ACEA - Association des Constructeurs Europeens d'Automobiles
001E9067,Helix HX8 Synthetic 5W-30 (SL A3/B4 MB229.3),API SL,American Petroleum Institute (API)
001E9067,Helix HX8 Synthetic 5W-30 (SL A3/B4 MB229.3),API SN - Meets engine test performance requirements,American Petroleum Institute (API)
001E9067,Helix HX8 Synthetic 5W-30 (SL A3/B4 MB229.3),MB-Approval 229.3,Mercedes-Benz
001E9067,Helix HX8 Synthetic 5W-30 (SL A3/B4 MB229.3),Renault RN 0700,Renault
001E9067,Helix HX8 Synthetic 5W-30 (SL A3/B4 MB229.3),Renault RN 0710,Renault
001E9067,Helix HX8 Synthetic 5W-30 (SL A3/B4 MB229.3),Renault RN 0710 - Meets the requirements,Renault
001E9067,Helix HX8 Synthetic 5W-30 (SL A3/B4 MB229.3),VW Standard 502.00,Volkswagen AG (VW)
001E9067,Helix HX8 Synthetic 5W-30 (SL A3/B4 MB229.3),VW Standard 505.00,Volkswagen AG (VW)
001E9068,Helix HX8 Synthetic 5W-40 (SN A3/B4 MB229.3),ACEA A3,ACEA - Association des Constructeurs Europeens d'Automobiles
001E9068,Helix HX8 Synthetic 5W-40 (SN A3/B4 MB229.3),ACEA A3 - Meets engine test performance requirements,ACEA - Association des Constructeurs Europeens d'Automobiles
001E9068,Helix HX8 Synthetic 5W-40 (SN A3/B4 MB229.3),ACEA A3/B3,ACEA - Association des Constructeurs Europeens d'Automobiles
001E9068,Helix HX8 Synthetic 5W-40 (SN A3/B4 MB229.3),ACEA A3/B3 - Meets engine test performance requirements,ACEA - Association des Constructeurs Europeens d'Automobiles
001E9068,Helix HX8 Synthetic 5W-40 (SN A3/B4 MB229.3),ACEA A3/B4,ACEA - Association des Constructeurs Europeens d'Automobiles
001E9068,Helix HX8 Synthetic 5W-40 (SN A3/B4 MB229.3),ACEA A3/B4 - Meets engine test performance requirements,ACEA - Association des Constructeurs Europeens d'Automobiles
001E9068,Helix HX8 Synthetic 5W-40 (SN A3/B4 MB229.3),ACEA B3,ACEA - Association des Constructeurs Europeens d'Automobiles
001E9068,Helix HX8 Synthetic 5W-40 (SN A3/B4 MB229.3),ACEA B3 - Meets engine test performance requirements,ACEA - Association des Constructeurs Europeens d'Automobiles
001E9068,Helix HX8 Synthetic 5W-40 (SN A3/B4 MB229.3),ACEA B4,ACEA - Association des Constructeurs Europeens d'Automobiles
001E9068,Helix HX8 Synthetic 5W-40 (SN A3/B4 MB229.3),ACEA B4 - Meets engine test performance requirements,ACEA - Association des Constructeurs Europeens d'Automobiles
001E9068,Helix HX8 Synthetic 5W-40 (SN A3/B4 MB229.3),API SN,American Petroleum Institute (API)
001E9068,Helix HX8 Synthetic 5W-40 (SN A3/B4 MB229.3),API SN - Meets engine test performance requirements,American Petroleum Institute (API)
001E9068,Helix HX8 Synthetic 5W-40 (SN A3/B4 MB229.3),Fiat 9.55535-M2 - Meets the requirements,Fiat
001E9068,Helix HX8 Synthetic 5W-40 (SN A3/B4 MB229.3),MB-Approval 229.3,Mercedes-Benz
001E9068,Helix HX8 Synthetic 5W-40 (SN A3/B4 MB229.3),Renault RN 0700,Renault
001E9068,Helix HX8 Synthetic 5W-40 (SN A3/B4 MB229.3),Renault RN 0710,Renault
001E9068,Helix HX8 Synthetic 5W-40 (SN A3/B4 MB229.3),Renault RN 0710 - Meets the requirements,Renault
001E9068,Helix HX8 Synthetic 5W-40 (SN A3/B4 MB229.3),VW Standard 502.00,Volkswagen AG (VW)
001E9068,Helix HX8 Synthetic 5W-40 (SN A3/B4 MB229.3),VW Standard 505.00,Volkswagen AG (VW)
001E9069,Helix HX8 Synthetic SN 0W-20 (SN/GF-5),API SN,American Petroleum Institute (API)
001E9069,Helix HX8 Synthetic SN 0W-20 (SN/GF-5),API SN - Meets engine test performance requirements,American Petroleum Institute (API)
001E9069,Helix HX8 Synthetic SN 0W-20 (SN/GF-5),ILSAC GF-5,ILSAC - International Lubricant Standardization and Approval Committee
001E9070,Helix Ultra ECT 5W-30 (VW504/507 BMW LL-04 MB229.51),BMW LongLife-04,BMW Group AG
001E9070,Helix Ultra ECT 5W-30 (VW504/507 BMW LL-04 MB229.51),MB-Approval 229.51,Mercedes-Benz
001E9070,Helix Ultra ECT 5W-30 (VW504/507 BMW LL-04 MB229.51),Porsche C30,Porsche
001E9070,Helix Ultra ECT 5W-30 (VW504/507 BMW LL-04 MB229.51),VW Standard 504.00,Volkswagen AG (VW)
001E9070,Helix Ultra ECT 5W-30 (VW504/507 BMW LL-04 MB229.51),VW Standard 507.00,Volkswagen AG (VW)
001E9071,Helix Ultra ECT 0W-30 (SN C3 BMW LL-04 MB229.51),ACEA C3,ACEA - Association des Constructeurs Europeens d'Automobiles
001E9071,Helix Ultra ECT 0W-30 (SN C3 BMW LL-04 MB229.51),ACEA C3 - Meets engine test performance requirements,ACEA - Association des Constructeurs Europeens d'Automobiles
001E9071,Helix Ultra ECT 0W-30 (SN C3 BMW LL-04 MB229.51),API SN,American Petroleum Institute (API)
001E9071,Helix Ultra ECT 0W-30 (SN C3 BMW LL-04 MB229.51),API SN - Meets engine test performance requirements,American Petroleum Institute (API)
001E9071,Helix Ultra ECT 0W-30 (SN C3 BMW LL-04 MB229.51),BMW LongLife-04,BMW Group AG
001E9071,Helix Ultra ECT 0W-30 (SN C3 BMW LL-04 MB229.51),MB-Approval 229.51,Mercedes-Benz
001E9072,Helix HX7 ECT 5W-40 (C3 229.31 Fiat 95535-S2),ACEA C3,ACEA - Association des Constructeurs Europeens d'Automobiles
001E9072,Helix HX7 ECT 5W-40 (C3 229.31 Fiat 95535-S2),ACEA C3 - Meets engine test performance requirements,ACEA - Association des Constructeurs Europeens d'Automobiles
001E9072,Helix HX7 ECT 5W-40 (C3 229.31 Fiat 95535-S2),API SN,American Petroleum Institute (API)
001E9072,Helix HX7 ECT 5W-40 (C3 229.31 Fiat 95535-S2),API SN - Meets engine test performance requirements,American Petroleum Institute (API)
001E9072,Helix HX7 ECT 5W-40 (C3 229.31 Fiat 95535-S2),Chrysler MS 11106,Chrysler
001E9072,Helix HX7 ECT 5W-40 (C3 229.31 Fiat 95535-S2),Fiat 9.55535-S2 - Meets the requirements,Fiat
001E9072,Helix HX7 ECT 5W-40 (C3 229.31 Fiat 95535-S2),MB-Approval 229.31,Mercedes-Benz
001E9073,Helix HX7 ECT 5W-30 (C3 229.31),ACEA C3,ACEA - Association des Constructeurs Europeens d'Automobiles
001E9073,Helix HX7 ECT 5W-30 (C3 229.31),ACEA C3 - Meets engine test performance requirements,ACEA - Association des Constructeurs Europeens d'Automobiles
001E9073,Helix HX7 ECT 5W-30 (C3 229.31),API SN,American Petroleum Institute (API)
001E9073,Helix HX7 ECT 5W-30 (C3 229.31),API SN - Meets engine test performance requirements,American Petroleum Institute (API)
001E9073,Helix HX7 ECT 5W-30 (C3 229.31),Chrysler MS 11106,Chrysler
001E9073,Helix HX7 ECT 5W-30 (C3 229.31),MB-Approval 229.31,Mercedes-Benz
001E9242,Helix Ultra Diesel 5W-40 (A3/B4 + OEMs),ACEA A3,ACEA - Association des Constructeurs Europeens d'Automobiles
001E9242,Helix Ultra Diesel 5W-40 (A3/B4 + OEMs),ACEA A3 - Meets engine test performance requirements,ACEA - Association des Constructeurs Europeens d'Automobiles
001E9242,Helix Ultra Diesel 5W-40 (A3/B4 + OEMs),ACEA A3/B3,ACEA - Association des Constructeurs Europeens d'Automobiles
001E9242,Helix Ultra Diesel 5W-40 (A3/B4 + OEMs),ACEA A3/B3 - Meets engine test performance requirements,ACEA - Association des Constructeurs Europeens d'Automobiles
001E9242,Helix Ultra Diesel 5W-40 (A3/B4 + OEMs),ACEA A3/B4,ACEA - Association des Constructeurs Europeens d'Automobiles
001E9242,Helix Ultra Diesel 5W-40 (A3/B4 + OEMs),ACEA A3/B4 - Meets engine test performance requirements,ACEA - Association des Constructeurs Europeens d'Automobiles
001E9242,Helix Ultra Diesel 5W-40 (A3/B4 + OEMs),ACEA B3,ACEA - Association des Constructeurs Europeens d'Automobiles
001E9242,Helix Ultra Diesel 5W-40 (A3/B4 + OEMs),ACEA B3 - Meets engine test performance requirements,ACEA - Association des Constructeurs Europeens d'Automobiles
001E9242,Helix Ultra Diesel 5W-40 (A3/B4 + OEMs),ACEA B4,ACEA - Association des Constructeurs Europeens d'Automobiles
001E9242,Helix Ultra Diesel 5W-40 (A3/B4 + OEMs),ACEA B4 - Meets engine test performance requirements,ACEA - Association des Constructeurs Europeens d'Automobiles
001E9242,Helix Ultra Diesel 5W-40 (A3/B4 + OEMs),Fiat 9.55535-Z2 - Meets the requirements,Fiat
001E9242,Helix Ultra Diesel 5W-40 (A3/B4 + OEMs),MB-Approval 226.5,Mercedes-Benz
001E9242,Helix Ultra Diesel 5W-40 (A3/B4 + OEMs),MB-Approval 229.5,Mercedes-Benz
001E9242,Helix Ultra Diesel 5W-40 (A3/B4 + OEMs),Renault RN 0710,Renault
001E9242,Helix Ultra Diesel 5W-40 (A3/B4 + OEMs),Renault RN 0710 - Meets the requirements,Renault
001E9242,Helix Ultra Diesel 5W-40 (A3/B4 + OEMs),VW Standard 505.00,Volkswagen AG (VW)
001E9243,Helix HX7 Diesel 5W-40 (CF A3/B4 + OEMs),ACEA A3,ACEA - Association des Constructeurs Europeens d'Automobiles
001E9243,Helix HX7 Diesel 5W-40 (CF A3/B4 + OEMs),ACEA A3 - Meets engine test performance requirements,ACEA - Association des Constructeurs Europeens d'Automobiles
001E9243,Helix HX7 Diesel 5W-40 (CF A3/B4 + OEMs),ACEA A3/B3,ACEA - Association des Constructeurs Europeens d'Automobiles
001E9243,Helix HX7 Diesel 5W-40 (CF A3/B4 + OEMs),ACEA A3/B3 - Meets engine test performance requirements,ACEA - Association des Constructeurs Europeens d'Automobiles
001E9243,Helix HX7 Diesel 5W-40 (CF A3/B4 + OEMs),ACEA A3/B4,ACEA - Association des Constructeurs Europeens d'Automobiles
001E9243,Helix HX7 Diesel 5W-40 (CF A3/B4 + OEMs),ACEA A3/B4 - Meets engine test performance requirements,ACEA - Association des Constructeurs Europeens d'Automobiles
001E9243,Helix HX7 Diesel 5W-40 (CF A3/B4 + OEMs),ACEA B3,ACEA - Association des Constructeurs Europeens d'Automobiles
001E9243,Helix HX7 Diesel 5W-40 (CF A3/B4 + OEMs),ACEA B3 - Meets engine test performance requirements,ACEA - Association des Constructeurs Europeens d'Automobiles
001E9243,Helix HX7 Diesel 5W-40 (CF A3/B4 + OEMs),ACEA B4,ACEA - Association des Constructeurs Europeens d'Automobiles
001E9243,Helix HX7 Diesel 5W-40 (CF A3/B4 + OEMs),ACEA B4 - Meets engine test performance requirements,ACEA - Association des Constructeurs Europeens d'Automobiles
001E9243,Helix HX7 Diesel 5W-40 (CF A3/B4 + OEMs),API CF,American Petroleum Institute (API)
001E9243,Helix HX7 Diesel 5W-40 (CF A3/B4 + OEMs),MB-Approval 229.3,Mercedes-Benz
001E9243,Helix HX7 Diesel 5W-40 (CF A3/B4 + OEMs),Renault RN 0710,Renault
001E9243,Helix HX7 Diesel 5W-40 (CF A3/B4 + OEMs),Renault RN 0710 - Meets the requirements,Renault
001E9243,Helix HX7 Diesel 5W-40 (CF A3/B4 + OEMs),VW Standard 505.00,Volkswagen AG (VW)
001E9244,Helix HX7 Diesel 10W-40 (CF A3/B4 + OEMs),ACEA A3,ACEA - Association des Constructeurs Europeens d'Automobiles
